datetime_utc,Sensor09,Sensor01,Sensor25,Sensor13
2025-10-09 22:00:00,,7.96,,30.35
2025-10-09 23:00:00,,12.42,29.41,30.67
2025-10-10 00:00:00,,17.04,29.95,30.86
2025-10-10 01:00:00,,18.74,23.46,26.91
2025-10-10 02:00:00,,20.62,21.85,24.06
2025-10-10 03:00:00,,18.45,20.04,21.54
2025-10-10 04:00:00,,16.61,19.54,18.56
2025-10-10 05:00:00,,12.49,19.97,18.05
2025-10-10 06:00:00,,12.32,18.07,17.47
2025-10-10 07:00:00,,10.84,18.26,17.16
2025-10-10 08:00:00,,10.16,18.66,16.37
2025-10-10 09:00:00,,9.3,18.71,16.91
2025-10-10 10:00:00,,13.28,18.93,17.01
2025-10-10 11:00:00,,12.87,18.41,19.09
2025-10-10 12:00:00,,11.89,12.5,12.87
2025-10-10 13:00:00,,5.73,6.53,6.06
2025-10-10 14:00:00,,5.4,,5.95
2025-10-10 15:00:00,,5.06,,6.0
2025-10-10 16:00:00,,4.81,,6.19
2025-10-10 17:00:00,,4.56,,6.69
2025-10-10 18:00:00,,4.88,,8.51
2025-10-10 19:00:00,,5.73,,10.85
2025-10-10 20:00:00,,5.84,,11.28
2025-10-10 21:00:00,,8.74,,16.58
2025-10-10 22:00:00,,7.54,,27.93
2025-10-10 23:00:00,,7.87,,28.07
2025-10-11 00:00:00,,11.32,,25.76
2025-10-11 01:00:00,,10.07,,25.76
2025-10-11 02:00:00,,14.42,,22.03
2025-10-11 03:00:00,,11.02,,24.19
2025-10-11 04:00:00,,11.45,,21.57
2025-10-11 05:00:00,,5.97,,19.51
2025-10-11 06:00:00,,4.45,,18.98
2025-10-11 07:00:00,,6.96,,18.16
2025-10-11 08:00:00,,4.84,,16.75
2025-10-11 09:00:00,,4.0,,17.48
2025-10-11 10:00:00,,3.82,,17.96
2025-10-11 11:00:00,,3.51,,17.08
2025-10-11 12:00:00,,3.62,,16.85
2025-10-11 13:00:00,,3.63,,8.24
2025-10-11 14:00:00,,4.91,,5.62
2025-10-11 15:00:00,,5.19,,6.91
2025-10-11 16:00:00,,4.93,,5.46
2025-10-11 17:00:00,,5.65,,7.96
2025-10-11 18:00:00,,4.9,,10.15
2025-10-11 19:00:00,,7.42,,12.18
2025-10-11 20:00:00,,7.85,,13.5
2025-10-11 21:00:00,,6.82,,16.34
2025-10-11 22:00:00,,5.37,,18.56
2025-10-11 23:00:00,,6.66,,19.54
2025-10-12 00:00:00,,6.97,,16.99
2025-10-12 01:00:00,,4.37,,14.99
2025-10-12 02:00:00,,3.34,,14.67
2025-10-12 03:00:00,,3.44,,16.0
2025-10-12 04:00:00,,3.97,,16.56
2025-10-12 05:00:00,,3.56,,16.19
2025-10-12 06:00:00,,3.39,,15.31
2025-10-12 07:00:00,,3.26,,14.66
2025-10-12 08:00:00,,2.49,,14.21
2025-10-12 09:00:00,,2.88,,14.18
2025-10-12 10:00:00,,2.89,,12.72
2025-10-12 11:00:00,,3.1,,12.16
2025-10-12 12:00:00,,3.32,,11.46
2025-10-12 13:00:00,,3.21,,11.07
2025-10-12 14:00:00,,2.62,,11.58
2025-10-12 15:00:00,,3.12,,13.62
2025-10-12 16:00:00,,3.07,,14.63
2025-10-12 17:00:00,,2.6,,16.26
2025-10-12 18:00:00,,2.05,,15.99
2025-10-12 19:00:00,,2.04,,16.21
2025-10-12 20:00:00,,1.64,,15.1
2025-10-12 21:00:00,,1.71,,14.8
2025-10-12 22:00:00,,1.94,,14.75
2025-10-12 23:00:00,,2.0,,14.92
2025-10-13 00:00:00,,2.46,,14.58
2025-10-13 01:00:00,,2.22,,14.36
2025-10-13 02:00:00,,2.18,,14.44
2025-10-13 03:00:00,,2.12,,12.91
2025-10-13 04:00:00,,2.32,,12.76
2025-10-13 05:00:00,,2.33,,12.85
2025-10-13 06:00:00,,2.35,,12.94
2025-10-13 07:00:00,,2.29,,12.89
2025-10-13 08:00:00,,2.22,,13.05
2025-10-13 09:00:00,,2.16,,13.52
2025-10-13 10:00:00,,2.27,,14.11
2025-10-13 11:00:00,,2.26,,14.13
2025-10-13 12:00:00,,2.26,,14.08
2025-10-13 13:00:00,,2.17,,13.76
2025-10-13 14:00:00,,2.08,,12.88
2025-10-13 15:00:00,,2.11,,13.61
2025-10-13 16:00:00,,2.14,,12.7
2025-10-13 17:00:00,,2.02,,14.09
2025-10-13 18:00:00,,2.16,,14.0
2025-10-13 19:00:00,,2.15,,14.0
2025-10-13 20:00:00,,2.14,,14.1
2025-10-13 21:00:00,,2.08,,14.08
2025-10-13 22:00:00,,2.08,,13.93
2025-10-13 23:00:00,,2.12,,14.04
2025-10-14 00:00:00,,2.65,,13.74
2025-10-14 01:00:00,,2.18,,13.95
2025-10-14 02:00:00,,2.29,,13.39
2025-10-14 03:00:00,,2.19,,12.98
2025-10-14 04:00:00,,2.31,,14.05
2025-10-14 05:00:00,,2.21,,14.15
2025-10-14 06:00:00,,2.2,,14.05
2025-10-14 07:00:00,,2.31,,14.11
2025-10-14 08:00:00,,2.22,,13.79
2025-10-14 09:00:00,,2.79,,13.92
2025-10-14 10:00:00,,2.25,,14.51
2025-10-14 11:00:00,,1.59,,15.41
2025-10-14 12:00:00,,1.68,,14.59
2025-10-14 13:00:00,,1.94,,12.89
2025-10-14 14:00:00,,2.99,,11.87
2025-10-14 15:00:00,,3.37,,10.16
2025-10-14 16:00:00,,3.2,,10.71
2025-10-14 17:00:00,,3.27,,11.36
2025-10-14 18:00:00,,3.15,,14.78
2025-10-14 19:00:00,,2.91,,15.58
2025-10-14 20:00:00,,2.82,,14.9
2025-10-14 21:00:00,,2.16,,15.39
2025-10-14 22:00:00,,2.41,,16.79
2025-10-14 23:00:00,,3.11,,15.55
2025-10-15 00:00:00,,3.27,,14.77
2025-10-15 01:00:00,,2.77,,15.69
2025-10-15 02:00:00,,2.73,,15.33
2025-10-15 03:00:00,,3.16,,15.0
2025-10-15 04:00:00,,2.65,,14.79
2025-10-15 05:00:00,,2.08,,14.54
2025-10-15 06:00:00,,1.45,,14.39
2025-10-15 07:00:00,,2.61,,14.75
2025-10-15 08:00:00,,3.37,,13.72
2025-10-15 09:00:00,,4.27,,12.93
2025-10-15 10:00:00,,4.2,,15.36
2025-10-15 11:00:00,,4.55,,15.77
2025-10-15 12:00:00,,4.15,,7.06
2025-10-15 13:00:00,,3.3,,6.49
2025-10-15 14:00:00,,3.18,,4.65
2025-10-15 15:00:00,,3.41,,5.02
2025-10-15 16:00:00,,4.13,,7.4
2025-10-15 17:00:00,,4.9,,5.18
2025-10-15 18:00:00,,5.02,,7.76
2025-10-15 19:00:00,,4.62,,8.24
2025-10-15 20:00:00,,5.85,,9.92
2025-10-15 21:00:00,,6.27,,12.89
2025-10-15 22:00:00,,7.65,,21.0
2025-10-15 23:00:00,,7.2,,21.05
2025-10-16 00:00:00,,6.92,,18.09
2025-10-16 01:00:00,,6.08,,17.59
2025-10-16 02:00:00,,5.7,,21.35
2025-10-16 03:00:00,,5.95,,17.39
2025-10-16 04:00:00,,3.81,,12.56
2025-10-16 05:00:00,,4.43,,12.51
2025-10-16 06:00:00,,4.23,,13.21
2025-10-16 07:00:00,,4.04,,14.26
2025-10-16 08:00:00,,4.56,,18.34
2025-10-16 09:00:00,,4.27,,19.0
2025-10-16 10:00:00,,5.07,,18.79
2025-10-16 11:00:00,,5.16,,15.49
2025-10-16 12:00:00,,4.51,,10.96
2025-10-16 13:00:00,,5.0,,8.78
2025-10-16 14:00:00,,5.43,,9.2
2025-10-16 15:00:00,,5.36,,9.1
2025-10-16 16:00:00,,5.39,,8.58
2025-10-16 17:00:00,,4.9,,7.0
2025-10-16 18:00:00,,5.66,,8.22
2025-10-16 19:00:00,,6.05,,11.97
2025-10-16 20:00:00,,5.96,,16.67
2025-10-16 21:00:00,,7.42,,21.85
2025-10-16 22:00:00,,7.52,,21.4
2025-10-16 23:00:00,,6.92,,19.58
2025-10-17 00:00:00,,7.13,,19.62
2025-10-17 01:00:00,,6.1,,17.67
2025-10-17 02:00:00,,5.4,,17.64
2025-10-17 03:00:00,,6.17,,16.95
2025-10-17 04:00:00,,5.82,,16.73
2025-10-17 05:00:00,,5.06,,16.26
2025-10-17 06:00:00,,4.86,,14.45
2025-10-17 07:00:00,,4.3,,15.11
2025-10-17 08:00:00,,4.12,,13.13
2025-10-17 09:00:00,,4.21,,14.65
2025-10-17 10:00:00,,4.82,,18.52
2025-10-17 11:00:00,,5.47,,17.77
2025-10-17 12:00:00,,4.72,,10.43
2025-10-17 13:00:00,,3.96,,8.16
2025-10-17 14:00:00,,4.61,,8.07
2025-10-17 15:00:00,,4.82,,8.92
2025-10-17 16:00:00,,5.02,,8.15
2025-10-17 17:00:00,,4.96,,6.92
2025-10-17 18:00:00,,5.51,,6.81
2025-10-17 19:00:00,,5.73,,8.27
2025-10-17 20:00:00,,5.91,,9.85
2025-10-17 21:00:00,,5.75,,19.56
2025-10-17 22:00:00,,7.87,,28.39
2025-10-17 23:00:00,,9.97,,29.21
2025-10-18 00:00:00,,11.03,,28.01
2025-10-18 01:00:00,,15.63,,26.78
2025-10-18 02:00:00,,18.53,,25.6
2025-10-18 03:00:00,,16.58,,23.77
2025-10-18 04:00:00,,14.27,,19.6
2025-10-18 05:00:00,,14.38,,18.0
2025-10-18 06:00:00,,12.16,,17.65
2025-10-18 07:00:00,,12.54,,16.77
2025-10-18 08:00:00,,8.55,,16.52
2025-10-18 09:00:00,,6.69,,16.94
2025-10-18 10:00:00,,9.13,,18.04
2025-10-18 11:00:00,,10.56,,16.53
2025-10-18 12:00:00,,5.7,,6.64
2025-10-18 13:00:00,,4.03,,5.83
2025-10-18 14:00:00,,4.92,,5.69
2025-10-18 15:00:00,,5.09,,5.55
2025-10-18 16:00:00,,4.98,,5.78
2025-10-18 17:00:00,,4.51,,5.9
2025-10-18 18:00:00,,5.08,,7.9
2025-10-18 19:00:00,,5.51,,9.6
2025-10-18 20:00:00,,5.78,,13.14
2025-10-18 21:00:00,,8.14,,21.01
2025-10-18 22:00:00,,7.04,,27.6
2025-10-18 23:00:00,,7.74,,30.53
2025-10-19 00:00:00,,6.14,,27.46
2025-10-19 01:00:00,,10.77,,26.92
2025-10-19 02:00:00,,11.73,,26.48
2025-10-19 03:00:00,,12.17,,24.8
2025-10-19 04:00:00,,12.58,,22.91
2025-10-19 05:00:00,,11.26,,19.29
2025-10-19 06:00:00,,8.34,,17.64
2025-10-19 07:00:00,,7.19,,18.33
2025-10-19 08:00:00,,5.77,,17.33
2025-10-19 09:00:00,,5.97,,16.22
2025-10-19 10:00:00,,5.7,,15.99
2025-10-19 11:00:00,,7.82,,15.63
2025-10-19 12:00:00,,6.3,,9.46
2025-10-19 13:00:00,,3.77,,5.07
2025-10-19 14:00:00,,4.44,,5.03
2025-10-19 15:00:00,,4.89,,7.0
2025-10-19 16:00:00,,5.37,,7.55
2025-10-19 17:00:00,,5.4,,7.52
2025-10-19 18:00:00,,5.39,,7.46
2025-10-19 19:00:00,,5.43,,8.37
2025-10-19 20:00:00,,5.63,,12.22
2025-10-19 21:00:00,,7.55,,19.6
2025-10-19 22:00:00,,7.12,,20.39
2025-10-19 23:00:00,,6.26,,23.53
2025-10-20 00:00:00,,5.21,,21.37
2025-10-20 01:00:00,,5.03,,17.77
2025-10-20 02:00:00,,4.64,,16.65
2025-10-20 03:00:00,,3.1,,14.99
2025-10-20 04:00:00,,2.39,,13.36
2025-10-20 05:00:00,,3.41,,12.64
2025-10-20 06:00:00,,3.12,,14.13
2025-10-20 07:00:00,,3.2,,14.19
2025-10-20 08:00:00,,3.2,,14.6
2025-10-20 09:00:00,,2.55,,14.22
2025-10-20 10:00:00,,2.77,,14.82
2025-10-20 11:00:00,,2.69,,14.38
2025-10-20 12:00:00,,3.5,,14.24
2025-10-20 13:00:00,,2.31,,14.64
2025-10-20 14:00:00,,1.7,,15.11
2025-10-20 15:00:00,,2.01,,15.74
2025-10-20 16:00:00,,1.83,,13.88
2025-10-20 17:00:00,,2.06,,14.13
2025-10-20 18:00:00,,3.32,,8.85
2025-10-20 19:00:00,,3.56,,6.69
2025-10-20 20:00:00,,4.81,,4.74
2025-10-20 21:00:00,,3.97,,11.79
2025-10-20 22:00:00,,3.46,,16.02
2025-10-20 23:00:00,,3.18,,14.41
2025-10-21 00:00:00,,3.23,,14.19
2025-10-21 01:00:00,,2.91,,14.87
2025-10-21 02:00:00,,2.92,,14.12
2025-10-21 03:00:00,,3.1,,13.73
2025-10-21 04:00:00,,3.35,,11.98
2025-10-21 05:00:00,,3.22,,11.47
2025-10-21 06:00:00,,2.84,,13.27
2025-10-21 07:00:00,,2.64,,14.34
2025-10-21 08:00:00,,2.83,,14.22
2025-10-21 09:00:00,,2.78,,12.77
2025-10-21 10:00:00,,3.07,,12.13
2025-10-21 11:00:00,,3.3,,12.08
2025-10-21 12:00:00,,3.22,,6.65
2025-10-21 13:00:00,,3.05,,6.08
2025-10-21 14:00:00,,4.77,,5.88
2025-10-21 15:00:00,,4.94,,5.87
2025-10-21 16:00:00,,4.99,,5.94
2025-10-21 17:00:00,,4.49,,6.0
2025-10-21 18:00:00,,4.88,,6.07
2025-10-21 19:00:00,,5.54,,8.81
2025-10-21 20:00:00,,5.74,,10.42
2025-10-21 21:00:00,,8.7,,20.05
2025-10-21 22:00:00,,7.01,,27.71
2025-10-21 23:00:00,,7.88,,28.58
2025-10-22 00:00:00,,7.29,,26.73
2025-10-22 01:00:00,,5.7,,25.56
2025-10-22 02:00:00,,6.1,,26.67
2025-10-22 03:00:00,,9.84,,27.43
2025-10-22 04:00:00,,9.57,,24.85
2025-10-22 05:00:00,,6.88,,23.81
2025-10-22 06:00:00,,4.43,,19.13
2025-10-22 07:00:00,,2.4,,18.54
2025-10-22 08:00:00,,3.21,,18.43
2025-10-22 09:00:00,,3.29,,18.42
2025-10-22 10:00:00,,3.27,,19.55
2025-10-22 11:00:00,,3.07,,22.96
2025-10-22 12:00:00,,3.85,,22.47
2025-10-22 13:00:00,,3.88,,18.71
2025-10-22 14:00:00,,3.49,,11.17
2025-10-22 15:00:00,,2.95,,10.25
2025-10-22 16:00:00,,4.56,,4.77
2025-10-22 17:00:00,,4.85,,5.55
2025-10-22 18:00:00,,4.55,,5.72
2025-10-22 19:00:00,,5.56,,6.95
2025-10-22 20:00:00,,6.04,,10.66
2025-10-22 21:00:00,,8.09,,18.27
2025-10-22 22:00:00,,7.89,,25.32
2025-10-22 23:00:00,,7.45,,22.38
2025-10-23 00:00:00,,8.11,,23.76
2025-10-23 01:00:00,,7.05,,14.42
2025-10-23 02:00:00,,5.68,,13.88
2025-10-23 03:00:00,,5.88,,14.06
2025-10-23 04:00:00,,5.96,,19.47
2025-10-23 05:00:00,,5.48,,16.48
2025-10-23 06:00:00,,5.15,,13.89
2025-10-23 07:00:00,,4.93,,15.91
2025-10-23 08:00:00,,5.23,,18.39
2025-10-23 09:00:00,,4.63,,20.74
2025-10-23 10:00:00,,8.14,,24.75
2025-10-23 11:00:00,,8.64,,22.22
2025-10-23 12:00:00,,3.5,,6.73
2025-10-23 13:00:00,,4.72,,5.82
2025-10-23 14:00:00,,4.84,,6.13
2025-10-23 15:00:00,,4.55,,7.35
2025-10-23 16:00:00,,5.29,,6.11
2025-10-23 17:00:00,,4.94,,6.09
2025-10-23 18:00:00,,5.14,,8.39
2025-10-23 19:00:00,,5.16,,8.63
2025-10-23 20:00:00,,5.77,,11.72
2025-10-23 21:00:00,,8.3,,18.77
2025-10-23 22:00:00,,8.29,,27.07
2025-10-23 23:00:00,,6.95,,31.32
2025-10-24 00:00:00,,12.28,,29.41
2025-10-24 01:00:00,,17.54,,27.1
2025-10-24 02:00:00,,16.04,,20.66
2025-10-24 03:00:00,,14.31,,15.47
2025-10-24 04:00:00,,14.14,,19.98
2025-10-24 05:00:00,,13.61,,20.43
2025-10-24 06:00:00,,10.97,,18.23
2025-10-24 07:00:00,,7.37,,17.71
2025-10-24 08:00:00,,5.94,,16.94
2025-10-24 09:00:00,,5.42,,16.56
2025-10-24 10:00:00,,7.0,,17.64
2025-10-24 11:00:00,,7.03,,17.94
2025-10-24 12:00:00,,6.87,,13.95
2025-10-24 13:00:00,,4.5,,5.62
2025-10-24 14:00:00,,3.87,,6.47
2025-10-24 15:00:00,,4.78,,5.7
2025-10-24 16:00:00,8.12,4.65,,6.15
2025-10-24 17:00:00,10.19,5.1,,7.82
2025-10-24 18:00:00,9.75,5.26,,9.67
2025-10-24 19:00:00,10.64,5.92,,6.07
2025-10-24 20:00:00,15.96,5.5,,10.02
2025-10-24 21:00:00,20.93,7.92,,27.6
2025-10-24 22:00:00,24.58,7.64,,30.03
2025-10-24 23:00:00,29.16,8.18,,29.35
2025-10-25 00:00:00,28.8,7.68,,28.3
2025-10-25 01:00:00,30.64,8.59,,25.74
2025-10-25 02:00:00,29.29,6.49,,23.67
2025-10-25 03:00:00,26.41,6.4,,24.2
2025-10-25 04:00:00,22.99,8.37,,19.9
2025-10-25 05:00:00,21.77,5.61,,17.47
2025-10-25 06:00:00,22.9,5.25,,16.2
2025-10-25 07:00:00,20.61,4.58,,15.22
2025-10-25 08:00:00,22.43,4.69,,15.96
2025-10-25 09:00:00,20.09,4.54,,15.24
2025-10-25 10:00:00,20.32,5.46,,16.05
2025-10-25 11:00:00,21.15,6.18,,15.94
2025-10-25 12:00:00,18.06,3.33,,9.62
2025-10-25 13:00:00,11.97,2.97,,5.98
2025-10-25 14:00:00,9.25,4.78,,6.12
2025-10-25 15:00:00,9.58,4.79,,6.15
2025-10-25 16:00:00,8.48,5.0,,5.99
2025-10-25 17:00:00,9.1,4.92,,8.73
2025-10-25 18:00:00,10.36,4.97,,8.5
2025-10-25 19:00:00,11.44,5.47,,8.35
2025-10-25 20:00:00,16.48,5.5,,12.8
2025-10-25 21:00:00,23.91,7.66,,26.24
2025-10-25 22:00:00,28.92,8.36,,27.84
2025-10-25 23:00:00,23.14,9.2,,30.65
2025-10-26 00:00:00,25.55,12.59,,28.44
2025-10-26 01:00:00,25.95,13.06,,29.19
2025-10-26 02:00:00,29.1,10.27,,28.33
2025-10-26 03:00:00,27.7,7.28,,24.77
2025-10-26 04:00:00,28.85,5.25,,22.04
2025-10-26 05:00:00,30.5,6.5,,25.04
2025-10-26 06:00:00,27.4,7.48,,21.67
2025-10-26 07:00:00,24.21,6.4,,18.58
2025-10-26 08:00:00,24.33,8.81,,17.74
2025-10-26 09:00:00,23.86,10.47,,17.49
2025-10-26 10:00:00,20.79,4.67,,15.82
2025-10-26 11:00:00,19.09,4.21,,16.48
2025-10-26 12:00:00,20.66,3.45,,11.86
2025-10-26 13:00:00,10.41,3.35,,6.39
2025-10-26 14:00:00,10.08,4.75,,5.87
2025-10-26 15:00:00,8.34,4.98,,5.93
2025-10-26 16:00:00,7.68,5.02,,6.06
2025-10-26 17:00:00,10.37,4.94,,6.54
2025-10-26 18:00:00,11.03,5.27,,8.74
2025-10-26 19:00:00,12.23,5.74,,9.7
2025-10-26 20:00:00,14.24,5.17,,11.52
2025-10-26 21:00:00,24.14,7.86,,28.33
2025-10-26 22:00:00,24.42,8.82,,31.76
2025-10-26 23:00:00,24.06,11.85,,30.67
2025-10-27 00:00:00,30.46,12.95,,29.93
2025-10-27 01:00:00,28.9,13.28,,28.1
2025-10-27 02:00:00,28.36,12.31,,25.07
2025-10-27 03:00:00,30.69,11.13,,22.57
2025-10-27 04:00:00,29.83,7.65,,18.91
2025-10-27 05:00:00,27.8,7.38,,17.91
2025-10-27 06:00:00,23.54,7.34,,17.32
2025-10-27 07:00:00,26.58,7.66,,17.79
2025-10-27 08:00:00,22.39,7.34,,17.35
2025-10-27 09:00:00,23.42,6.87,,16.49
2025-10-27 10:00:00,23.77,8.34,,17.1
2025-10-27 11:00:00,24.11,10.93,,19.41
2025-10-27 12:00:00,23.85,5.97,,12.55
2025-10-27 13:00:00,14.04,4.03,,6.22
2025-10-27 14:00:00,9.38,4.72,,6.3
2025-10-27 15:00:00,7.08,4.8,,6.26
2025-10-27 16:00:00,8.22,5.02,,7.37
2025-10-27 17:00:00,10.15,5.03,8.02,7.28
2025-10-27 18:00:00,13.61,5.42,8.99,12.69
2025-10-27 19:00:00,13.0,5.63,9.58,13.75
2025-10-27 20:00:00,17.99,5.84,13.74,16.44
2025-10-27 21:00:00,19.43,5.63,18.93,22.18
2025-10-27 22:00:00,26.8,7.54,25.27,28.5
2025-10-27 23:00:00,25.82,15.08,26.29,28.37
2025-10-28 00:00:00,23.45,16.69,23.42,26.22
2025-10-28 01:00:00,24.26,16.25,22.68,24.8
2025-10-28 02:00:00,25.2,15.96,21.16,21.34
2025-10-28 03:00:00,23.63,15.92,19.14,19.84
2025-10-28 04:00:00,23.22,12.02,16.22,18.15
2025-10-28 05:00:00,21.0,9.0,16.22,16.85
2025-10-28 06:00:00,18.57,8.39,14.44,16.31
2025-10-28 07:00:00,18.12,8.28,14.39,15.7
2025-10-28 08:00:00,17.21,6.3,14.37,14.28
2025-10-28 09:00:00,17.85,5.84,14.16,13.86
2025-10-28 10:00:00,17.13,4.83,13.74,13.94
2025-10-28 11:00:00,16.85,4.32,12.06,12.91
2025-10-28 12:00:00,16.76,3.89,11.72,11.49
2025-10-28 13:00:00,17.89,3.49,11.85,11.07
2025-10-28 14:00:00,16.12,3.16,11.45,10.73
2025-10-28 15:00:00,10.99,3.1,9.63,10.0
2025-10-28 16:00:00,9.13,4.65,6.74,8.26
2025-10-28 17:00:00,8.71,4.47,8.15,8.69
2025-10-28 18:00:00,11.69,3.8,9.72,11.06
2025-10-28 19:00:00,16.87,4.23,15.12,15.11
2025-10-28 20:00:00,22.11,4.01,15.34,16.4
2025-10-28 21:00:00,23.4,3.68,16.65,15.49
2025-10-28 22:00:00,22.06,3.53,16.16,15.45
2025-10-28 23:00:00,24.05,3.64,14.17,14.95
2025-10-29 00:00:00,24.2,3.67,16.63,16.11
2025-10-29 01:00:00,20.58,2.52,13.71,13.5
2025-10-29 02:00:00,16.56,2.54,11.53,12.04
2025-10-29 03:00:00,14.44,2.81,11.9,12.07
2025-10-29 04:00:00,12.36,3.03,11.63,11.18
2025-10-29 05:00:00,,2.95,12.11,12.92
2025-10-29 06:00:00,15.31,3.3,11.99,12.48
2025-10-29 07:00:00,15.58,3.55,12.31,12.0
2025-10-29 08:00:00,16.36,3.09,12.04,12.27
2025-10-29 09:00:00,16.84,3.13,11.78,12.03
2025-10-29 10:00:00,16.71,3.05,14.22,12.5
2025-10-29 11:00:00,16.77,3.0,13.81,13.95
2025-10-29 12:00:00,18.37,3.62,13.67,12.78
2025-10-29 13:00:00,14.79,3.29,10.95,11.18
2025-10-29 14:00:00,13.24,3.67,9.07,10.44
2025-10-29 15:00:00,15.58,3.23,9.55,11.64
2025-10-29 16:00:00,12.8,3.48,9.56,11.23
2025-10-29 17:00:00,16.62,3.47,12.9,12.13
2025-10-29 18:00:00,16.33,3.13,13.37,15.22
2025-10-29 19:00:00,17.29,3.53,14.44,14.75
2025-10-29 20:00:00,20.67,3.43,13.06,14.86
2025-10-29 21:00:00,25.31,4.2,16.64,16.19
2025-10-29 22:00:00,23.99,2.81,17.02,16.41
2025-10-29 23:00:00,23.04,2.82,16.32,15.36
2025-10-30 00:00:00,20.7,3.01,14.31,14.94
2025-10-30 01:00:00,20.19,2.97,16.08,14.69
2025-10-30 02:00:00,19.47,3.26,13.89,14.34
2025-10-30 03:00:00,20.24,2.82,16.19,14.22
2025-10-30 04:00:00,18.51,3.89,14.75,14.03
2025-10-30 05:00:00,18.47,4.72,16.18,14.25
2025-10-30 06:00:00,18.85,3.35,13.87,13.96
2025-10-30 07:00:00,17.93,2.26,13.53,13.72
2025-10-30 08:00:00,17.74,3.3,13.72,13.61
2025-10-30 09:00:00,17.6,3.08,14.07,13.91
2025-10-30 10:00:00,17.66,2.83,15.44,15.01
2025-10-30 11:00:00,18.53,2.63,15.66,16.89
2025-10-30 12:00:00,17.38,3.26,13.51,15.38
2025-10-30 13:00:00,16.91,2.37,10.58,14.35
2025-10-30 14:00:00,15.73,2.94,10.93,11.34
2025-10-30 15:00:00,16.5,3.14,10.86,15.2
2025-10-30 16:00:00,12.33,3.52,10.79,11.36
2025-10-30 17:00:00,16.77,3.54,10.52,13.99
2025-10-30 18:00:00,20.91,3.1,17.54,19.89
2025-10-30 19:00:00,19.38,2.42,16.17,17.76
2025-10-30 20:00:00,17.1,2.34,13.95,16.97
2025-10-30 21:00:00,19.12,2.47,13.6,16.95
2025-10-30 22:00:00,18.36,2.2,14.78,16.01
2025-10-30 23:00:00,18.65,2.24,14.15,15.96
2025-10-31 00:00:00,15.17,2.13,13.57,17.22
2025-10-31 01:00:00,17.02,1.86,15.29,18.21
2025-10-31 02:00:00,18.56,2.01,14.03,16.19
2025-10-31 03:00:00,15.31,1.97,12.37,15.28
2025-10-31 04:00:00,14.25,2.42,11.26,13.99
2025-10-31 05:00:00,13.78,2.19,11.21,12.9
2025-10-31 06:00:00,13.58,2.32,11.64,12.43
2025-10-31 07:00:00,15.37,3.14,10.72,13.68
2025-10-31 08:00:00,16.13,2.39,11.97,13.98
2025-10-31 09:00:00,15.81,1.95,11.13,12.75
2025-10-31 10:00:00,16.27,2.34,10.94,12.47
2025-10-31 11:00:00,15.84,2.58,10.7,12.18
2025-10-31 12:00:00,16.17,4.1,9.06,10.41
2025-10-31 13:00:00,12.07,4.2,8.71,9.54
2025-10-31 14:00:00,7.17,3.47,6.52,4.88
2025-10-31 15:00:00,6.82,3.74,4.88,5.04
2025-10-31 16:00:00,8.82,4.17,5.76,7.67
2025-10-31 17:00:00,10.78,3.79,8.98,10.63
2025-10-31 18:00:00,11.0,4.05,8.79,10.34
2025-10-31 19:00:00,8.84,4.89,9.07,5.13
2025-10-31 20:00:00,11.8,5.14,9.75,11.35
2025-10-31 21:00:00,13.8,5.06,10.35,13.74
2025-10-31 22:00:00,14.64,4.95,15.47,14.54
2025-10-31 23:00:00,15.52,5.59,12.03,13.01
2025-11-01 00:00:00,16.88,5.21,12.32,14.24
2025-11-01 01:00:00,16.79,5.57,12.24,13.54
2025-11-01 02:00:00,15.78,5.65,12.03,13.67
2025-11-01 03:00:00,16.48,5.61,11.84,12.77
2025-11-01 04:00:00,16.67,5.34,12.32,12.67
2025-11-01 05:00:00,17.47,5.51,12.88,13.26
2025-11-01 06:00:00,19.51,4.56,16.08,14.13
2025-11-01 07:00:00,20.49,4.6,16.05,14.43
2025-11-01 08:00:00,18.96,4.35,15.88,14.12
2025-11-01 09:00:00,19.61,5.12,15.96,14.44
2025-11-01 10:00:00,20.05,4.98,16.08,15.42
2025-11-01 11:00:00,19.56,4.73,14.97,14.8
2025-11-01 12:00:00,14.11,4.26,11.55,10.83
2025-11-01 13:00:00,10.37,4.93,9.81,8.78
2025-11-01 14:00:00,12.41,5.41,8.69,7.88
2025-11-01 15:00:00,10.1,5.0,8.48,8.07
2025-11-01 16:00:00,10.26,5.52,6.72,6.84
2025-11-01 17:00:00,10.75,5.56,8.27,8.01
2025-11-01 18:00:00,11.77,5.24,8.94,8.9
2025-11-01 19:00:00,12.57,5.53,8.83,9.78
2025-11-01 20:00:00,17.12,5.63,12.78,12.73
2025-11-01 21:00:00,27.6,8.08,20.01,26.79
2025-11-01 22:00:00,28.42,9.04,23.44,25.18
2025-11-01 23:00:00,28.84,7.75,22.36,24.33
2025-11-02 00:00:00,26.0,6.94,18.91,20.45
2025-11-02 01:00:00,27.8,7.87,18.61,21.46
2025-11-02 02:00:00,25.55,7.24,19.64,23.74
2025-11-02 03:00:00,25.62,7.27,21.55,20.76
2025-11-02 04:00:00,23.16,7.11,20.67,20.76
2025-11-02 05:00:00,25.46,7.29,20.57,20.17
2025-11-02 06:00:00,25.11,7.34,19.92,21.89
