datetime_utc,Sensor09,Sensor01,Sensor25,Sensor13
2025-12-03 16:00:00,16.38,4.46,11.48,11.59
2025-12-03 17:00:00,14.37,5.27,11.61,12.44
2025-12-03 18:00:00,11.92,4.81,9.42,10.32
2025-12-03 19:00:00,15.32,5.46,12.7,15.35
2025-12-03 20:00:00,19.06,5.47,15.88,17.72
2025-12-03 21:00:00,21.03,9.1,24.12,27.7
2025-12-03 22:00:00,27.57,16.76,27.65,30.04
2025-12-03 23:00:00,27.58,19.21,26.76,30.43
2025-12-04 00:00:00,26.39,15.12,21.63,30.02
2025-12-04 01:00:00,28.72,18.36,24.7,29.23
2025-12-04 02:00:00,27.99,18.88,24.63,28.53
2025-12-04 03:00:00,28.17,19.19,24.77,26.45
2025-12-04 04:00:00,26.01,17.74,23.72,25.0
2025-12-04 05:00:00,24.28,17.12,23.2,24.74
2025-12-04 06:00:00,25.21,16.45,20.08,23.27
2025-12-04 07:00:00,22.2,15.98,17.63,20.96
2025-12-04 08:00:00,23.39,14.82,19.61,20.63
2025-12-04 09:00:00,22.49,13.85,17.82,17.83
2025-12-04 10:00:00,19.07,10.09,16.65,18.02
2025-12-04 11:00:00,20.63,11.73,17.77,22.47
2025-12-04 12:00:00,22.61,14.69,19.62,23.84
2025-12-04 13:00:00,22.88,14.36,19.17,22.06
2025-12-04 14:00:00,22.66,10.11,18.31,19.69
2025-12-04 15:00:00,21.79,5.98,13.48,14.49
2025-12-04 16:00:00,19.09,7.0,13.36,16.22
2025-12-04 17:00:00,17.63,5.68,11.84,12.27
2025-12-04 18:00:00,15.21,5.45,12.21,13.15
2025-12-04 19:00:00,15.48,5.62,12.74,14.06
2025-12-04 20:00:00,19.57,6.04,12.23,18.45
2025-12-04 21:00:00,20.61,7.56,18.28,24.12
2025-12-04 22:00:00,20.66,8.98,18.29,22.4
2025-12-04 23:00:00,20.23,9.13,18.65,22.3
2025-12-05 00:00:00,20.74,8.46,18.29,21.14
2025-12-05 01:00:00,21.57,9.03,18.56,22.08
2025-12-05 02:00:00,21.79,11.48,18.29,22.23
2025-12-05 03:00:00,21.85,11.93,19.25,21.79
2025-12-05 04:00:00,21.94,12.61,19.13,21.46
2025-12-05 05:00:00,20.87,11.82,19.18,20.17
2025-12-05 06:00:00,20.58,13.5,19.16,20.65
2025-12-05 07:00:00,20.68,13.77,18.85,20.25
2025-12-05 08:00:00,20.49,13.09,18.95,20.79
2025-12-05 09:00:00,20.78,13.71,18.73,20.13
2025-12-05 10:00:00,20.69,15.41,20.02,20.39
2025-12-05 11:00:00,21.16,15.41,20.99,21.19
2025-12-05 12:00:00,21.53,15.93,21.14,20.94
2025-12-05 13:00:00,25.03,15.17,20.87,19.09
2025-12-05 14:00:00,22.41,12.25,20.2,19.42
2025-12-05 15:00:00,18.97,10.49,17.44,17.75
2025-12-05 16:00:00,18.08,11.63,19.15,17.74
2025-12-05 17:00:00,16.47,7.03,17.85,17.91
2025-12-05 18:00:00,21.26,6.29,22.01,21.61
2025-12-05 19:00:00,23.79,8.34,22.94,22.15
2025-12-05 20:00:00,24.12,11.0,22.72,26.98
2025-12-05 21:00:00,26.27,17.0,23.42,25.32
2025-12-05 22:00:00,26.79,19.46,24.8,28.15
2025-12-05 23:00:00,24.78,20.33,24.63,27.97
2025-12-06 00:00:00,25.25,19.29,23.27,23.63
2025-12-06 01:00:00,23.16,16.69,25.04,24.56
2025-12-06 02:00:00,19.81,12.24,24.72,28.88
2025-12-06 03:00:00,19.83,13.52,24.32,29.12
2025-12-06 04:00:00,19.85,14.03,25.69,25.3
2025-12-06 05:00:00,20.82,16.52,24.09,22.99
2025-12-06 06:00:00,21.86,17.46,21.17,22.28
2025-12-06 07:00:00,20.13,18.72,22.82,22.55
2025-12-06 08:00:00,24.69,18.25,20.7,23.06
2025-12-06 09:00:00,24.21,18.46,21.16,22.94
2025-12-06 10:00:00,24.34,17.79,22.51,23.22
2025-12-06 11:00:00,29.07,18.96,21.85,25.08
2025-12-06 12:00:00,30.42,20.3,21.38,23.08
2025-12-06 13:00:00,29.82,19.92,23.67,24.09
2025-12-06 14:00:00,28.56,20.14,25.69,28.41
2025-12-06 15:00:00,26.76,19.78,25.53,27.2
2025-12-06 16:00:00,26.0,12.55,22.2,23.78
2025-12-06 17:00:00,26.39,9.47,20.75,21.84
2025-12-06 18:00:00,21.12,11.1,15.55,15.87
2025-12-06 19:00:00,19.17,3.79,15.77,14.29
2025-12-06 20:00:00,16.63,4.42,14.93,12.39
2025-12-06 21:00:00,20.43,6.99,21.04,22.05
2025-12-06 22:00:00,24.7,13.13,23.58,27.36
2025-12-06 23:00:00,25.47,17.84,25.27,26.71
2025-12-07 00:00:00,22.71,17.2,22.64,24.4
2025-12-07 01:00:00,22.72,17.15,23.47,21.15
2025-12-07 02:00:00,25.24,15.95,22.07,23.53
2025-12-07 03:00:00,23.9,15.36,18.5,22.79
2025-12-07 04:00:00,23.72,16.64,20.88,22.52
2025-12-07 05:00:00,24.74,16.88,20.87,22.99
2025-12-07 06:00:00,27.67,18.35,19.53,23.43
2025-12-07 07:00:00,26.03,16.4,20.77,21.84
2025-12-07 08:00:00,26.61,19.91,18.05,20.61
2025-12-07 09:00:00,26.4,19.48,18.73,19.47
2025-12-07 10:00:00,26.9,16.77,17.31,20.35
2025-12-07 11:00:00,25.11,17.79,18.13,18.95
2025-12-07 12:00:00,25.98,17.65,18.52,19.78
2025-12-07 13:00:00,26.26,18.0,17.31,18.38
2025-12-07 14:00:00,23.78,7.17,10.58,14.21
2025-12-07 15:00:00,11.8,5.0,7.98,10.11
2025-12-07 16:00:00,10.55,5.11,8.22,6.56
2025-12-07 17:00:00,14.38,5.1,8.17,12.63
2025-12-07 18:00:00,14.53,5.41,14.0,11.98
2025-12-07 19:00:00,17.91,5.83,14.51,18.98
2025-12-07 20:00:00,22.34,6.73,20.51,24.47
2025-12-07 21:00:00,21.95,8.6,21.45,24.6
2025-12-07 22:00:00,22.6,8.97,20.47,25.24
2025-12-07 23:00:00,23.98,11.44,22.51,23.24
2025-12-08 00:00:00,23.69,11.93,20.65,23.14
2025-12-08 01:00:00,22.2,9.02,20.7,22.29
2025-12-08 02:00:00,21.33,9.14,17.17,21.07
2025-12-08 03:00:00,20.4,8.3,18.51,21.09
2025-12-08 04:00:00,20.88,10.02,18.55,19.86
2025-12-08 05:00:00,19.97,10.17,17.92,19.58
2025-12-08 06:00:00,20.23,9.79,17.46,19.58
2025-12-08 07:00:00,19.59,7.38,14.81,18.92
2025-12-08 08:00:00,17.88,8.16,15.44,18.14
2025-12-08 09:00:00,19.04,8.09,15.74,19.21
2025-12-08 10:00:00,19.65,8.62,18.57,17.36
2025-12-08 11:00:00,19.58,9.02,18.47,19.94
2025-12-08 12:00:00,21.37,8.97,18.91,18.34
2025-12-08 13:00:00,20.94,9.16,19.36,17.9
2025-12-08 14:00:00,22.46,8.51,16.52,17.93
2025-12-08 15:00:00,21.21,8.53,16.34,18.05
2025-12-08 16:00:00,22.19,8.47,16.63,17.99
2025-12-08 17:00:00,21.38,8.4,16.47,17.87
2025-12-08 18:00:00,20.38,7.75,16.35,17.34
2025-12-08 19:00:00,21.66,7.32,19.5,19.87
2025-12-08 20:00:00,21.8,9.39,20.99,22.13
2025-12-08 21:00:00,22.5,11.76,23.36,24.27
2025-12-08 22:00:00,23.88,14.25,25.44,25.32
2025-12-08 23:00:00,24.36,15.29,25.99,25.59
2025-12-09 00:00:00,24.32,15.91,25.11,23.72
2025-12-09 01:00:00,23.0,16.53,22.54,23.73
2025-12-09 02:00:00,22.29,16.91,23.82,23.36
2025-12-09 03:00:00,22.09,16.51,22.01,22.24
2025-12-09 04:00:00,21.95,16.91,21.97,22.2
2025-12-09 05:00:00,21.55,16.76,21.88,22.43
2025-12-09 06:00:00,21.17,16.99,21.44,22.44
2025-12-09 07:00:00,20.75,16.97,21.08,20.95
2025-12-09 08:00:00,20.44,15.72,19.64,20.61
2025-12-09 09:00:00,19.91,15.34,19.8,20.52
2025-12-09 10:00:00,20.36,16.37,19.46,20.87
2025-12-09 11:00:00,22.53,18.31,22.76,20.2
2025-12-09 12:00:00,22.65,18.35,21.79,22.32
2025-12-09 13:00:00,29.4,17.66,20.52,20.5
2025-12-09 14:00:00,25.38,14.12,19.69,18.23
2025-12-09 15:00:00,21.97,12.49,14.43,17.97
2025-12-09 16:00:00,18.84,12.45,14.15,15.25
2025-12-09 17:00:00,17.19,8.88,14.34,15.24
2025-12-09 18:00:00,16.58,6.78,17.01,15.54
2025-12-09 19:00:00,20.38,6.06,19.31,20.68
2025-12-09 20:00:00,23.23,7.53,18.79,22.1
2025-12-09 21:00:00,24.66,11.95,21.96,24.47
2025-12-09 22:00:00,25.21,12.81,23.49,24.65
2025-12-09 23:00:00,25.66,15.56,23.57,25.47
2025-12-10 00:00:00,26.16,16.88,23.86,26.46
2025-12-10 01:00:00,27.56,16.83,25.79,26.15
2025-12-10 02:00:00,25.89,17.87,25.62,25.37
2025-12-10 03:00:00,23.6,16.3,25.41,30.35
2025-12-10 04:00:00,23.06,10.42,22.96,30.95
2025-12-10 05:00:00,22.61,13.8,24.35,30.31
2025-12-10 06:00:00,21.68,11.5,21.33,27.82
2025-12-10 07:00:00,20.67,8.95,21.18,21.17
2025-12-10 08:00:00,20.13,9.73,19.75,19.65
2025-12-10 09:00:00,20.76,11.85,18.44,18.53
2025-12-10 10:00:00,19.77,9.49,19.25,19.8
2025-12-10 11:00:00,20.31,12.68,18.61,19.83
2025-12-10 12:00:00,22.96,14.4,20.15,23.05
2025-12-10 13:00:00,22.09,9.12,17.83,17.71
2025-12-10 14:00:00,17.44,4.8,11.93,12.59
2025-12-10 15:00:00,14.79,3.37,11.48,12.9
2025-12-10 16:00:00,14.62,4.29,14.49,13.38
2025-12-10 17:00:00,10.83,4.74,10.48,11.48
2025-12-10 18:00:00,14.68,4.76,11.8,14.94
2025-12-10 19:00:00,18.66,5.67,16.12,19.48
2025-12-10 20:00:00,18.85,4.66,15.99,18.36
2025-12-10 21:00:00,18.79,5.47,16.81,19.84
2025-12-10 22:00:00,21.03,4.6,17.17,19.52
2025-12-10 23:00:00,22.42,5.14,17.41,19.53
2025-12-11 00:00:00,20.74,3.06,15.28,15.56
2025-12-11 01:00:00,18.02,3.8,12.84,14.9
2025-12-11 02:00:00,18.94,4.01,15.61,17.95
2025-12-11 03:00:00,18.78,5.82,17.44,17.5
2025-12-11 04:00:00,19.5,5.7,17.34,16.96
2025-12-11 05:00:00,17.71,5.45,15.71,16.3
2025-12-11 06:00:00,17.99,5.8,14.56,16.12
2025-12-11 07:00:00,18.67,3.98,14.64,15.94
2025-12-11 08:00:00,17.93,8.27,15.61,16.28
2025-12-11 09:00:00,17.22,7.44,16.41,16.17
2025-12-11 10:00:00,17.9,5.43,16.31,16.1
2025-12-11 11:00:00,17.9,5.81,14.42,14.45
2025-12-11 12:00:00,18.51,5.39,14.49,14.76
2025-12-11 13:00:00,17.73,5.2,13.06,11.82
2025-12-11 14:00:00,18.37,6.1,13.07,14.33
2025-12-11 15:00:00,16.17,6.09,12.18,14.57
2025-12-11 16:00:00,19.35,6.7,13.63,12.76
2025-12-11 17:00:00,19.23,6.44,13.75,12.9
2025-12-11 18:00:00,19.67,6.55,15.02,13.96
2025-12-11 19:00:00,19.38,6.51,16.37,18.96
2025-12-11 20:00:00,21.04,6.44,19.19,22.01
2025-12-11 21:00:00,22.24,9.54,18.57,21.94
2025-12-11 22:00:00,21.59,9.58,19.13,21.39
2025-12-11 23:00:00,21.21,11.64,19.59,22.38
2025-12-12 00:00:00,21.11,12.06,19.36,22.0
2025-12-12 01:00:00,21.82,12.13,19.3,22.0
2025-12-12 02:00:00,21.53,11.99,18.07,21.88
2025-12-12 03:00:00,21.35,12.43,19.56,21.37
2025-12-12 04:00:00,21.04,12.8,18.42,21.83
2025-12-12 05:00:00,20.98,12.7,18.26,21.03
2025-12-12 06:00:00,20.63,12.13,19.57,21.4
2025-12-12 07:00:00,20.64,12.55,19.07,21.3
2025-12-12 08:00:00,20.4,12.58,18.59,20.39
2025-12-12 09:00:00,20.35,11.52,19.09,19.27
2025-12-12 10:00:00,20.65,11.97,19.03,20.16
2025-12-12 11:00:00,20.74,12.77,18.89,19.71
2025-12-12 12:00:00,20.92,13.2,18.95,20.23
2025-12-12 13:00:00,20.62,12.92,18.24,17.95
2025-12-12 14:00:00,21.18,9.22,18.34,17.81
2025-12-12 15:00:00,19.96,8.84,16.2,17.92
2025-12-12 16:00:00,19.75,7.83,15.71,15.86
2025-12-12 17:00:00,19.95,6.73,14.93,14.69
2025-12-12 18:00:00,18.92,6.46,14.82,14.21
2025-12-12 19:00:00,20.08,6.12,15.05,14.94
2025-12-12 20:00:00,21.0,7.32,18.13,21.29
2025-12-12 21:00:00,21.62,10.71,20.81,25.54
2025-12-12 22:00:00,21.86,10.53,21.68,24.81
2025-12-12 23:00:00,22.8,10.7,21.91,23.23
2025-12-13 00:00:00,22.82,11.12,22.13,20.66
2025-12-13 01:00:00,21.13,9.95,19.58,19.91
2025-12-13 02:00:00,20.82,9.86,19.12,19.91
2025-12-13 03:00:00,20.63,9.4,19.14,19.64
2025-12-13 04:00:00,20.4,11.09,18.87,21.33
2025-12-13 05:00:00,20.16,11.77,18.52,20.84
2025-12-13 06:00:00,20.07,11.16,18.48,20.71
2025-12-13 07:00:00,20.21,10.6,18.47,20.29
2025-12-13 08:00:00,19.9,11.94,17.97,20.26
2025-12-13 09:00:00,20.16,12.64,19.79,20.3
2025-12-13 10:00:00,21.04,15.35,20.48,20.49
2025-12-13 11:00:00,29.14,15.24,23.37,21.03
2025-12-13 12:00:00,28.76,22.38,24.56,27.04
2025-12-13 13:00:00,27.27,20.91,24.63,26.8
2025-12-13 14:00:00,22.84,17.8,26.5,24.24
2025-12-13 15:00:00,20.19,11.07,19.42,20.95
2025-12-13 16:00:00,18.72,5.98,13.37,19.3
2025-12-13 17:00:00,19.6,6.05,16.52,18.94
2025-12-13 18:00:00,20.59,7.35,16.34,20.62
2025-12-13 19:00:00,20.91,8.91,20.16,21.12
2025-12-13 20:00:00,22.89,9.31,20.04,21.39
2025-12-13 21:00:00,26.23,10.53,22.06,25.09
2025-12-13 22:00:00,23.47,15.41,22.1,22.95
2025-12-13 23:00:00,22.87,12.53,19.35,20.64
2025-12-14 00:00:00,20.69,10.21,19.73,20.6
2025-12-14 01:00:00,20.97,8.49,19.62,19.83
2025-12-14 02:00:00,22.71,9.47,19.51,19.82
2025-12-14 03:00:00,23.04,11.68,20.15,20.57
2025-12-14 04:00:00,22.71,12.11,19.74,20.35
2025-12-14 05:00:00,19.69,8.91,18.39,19.07
2025-12-14 06:00:00,20.94,13.14,18.59,18.12
2025-12-14 07:00:00,20.34,14.37,18.47,18.02
2025-12-14 08:00:00,19.8,16.12,18.03,18.8
2025-12-14 09:00:00,18.25,16.14,18.22,18.19
2025-12-14 10:00:00,17.81,13.28,17.25,18.65
2025-12-14 11:00:00,18.85,13.0,17.65,18.98
2025-12-14 12:00:00,19.95,12.26,17.35,20.2
2025-12-14 13:00:00,19.53,10.78,18.2,18.6
2025-12-14 14:00:00,17.9,10.33,19.39,18.86
2025-12-14 15:00:00,18.73,8.24,17.51,17.25
2025-12-14 16:00:00,19.04,5.25,17.14,18.18
2025-12-14 17:00:00,20.5,6.32,16.83,18.47
2025-12-14 18:00:00,20.25,5.69,17.57,16.73
2025-12-14 19:00:00,17.95,6.56,17.31,16.61
2025-12-14 20:00:00,17.66,7.47,16.6,16.05
2025-12-14 21:00:00,18.12,5.29,16.6,16.29
2025-12-14 22:00:00,17.82,7.24,16.85,16.69
2025-12-14 23:00:00,17.25,4.35,16.99,16.97
2025-12-15 00:00:00,17.58,4.66,17.28,17.23
2025-12-15 01:00:00,18.13,6.23,16.93,17.88
2025-12-15 02:00:00,18.34,7.58,18.07,16.11
2025-12-15 03:00:00,19.16,10.61,17.87,16.46
2025-12-15 04:00:00,19.69,12.54,17.77,16.82
2025-12-15 05:00:00,18.31,13.13,18.72,17.17
2025-12-15 06:00:00,18.06,12.75,17.58,17.82
2025-12-15 07:00:00,17.87,11.74,16.87,17.77
2025-12-15 08:00:00,18.61,13.59,17.25,17.85
2025-12-15 09:00:00,18.3,12.88,17.3,15.95
2025-12-15 10:00:00,17.5,12.45,17.89,15.98
2025-12-15 11:00:00,17.61,12.64,17.76,18.7
2025-12-15 12:00:00,18.69,12.62,17.88,16.02
2025-12-15 13:00:00,20.62,14.01,18.59,17.36
2025-12-15 14:00:00,20.55,10.53,18.17,17.62
2025-12-15 15:00:00,20.35,12.94,16.56,17.18
2025-12-15 16:00:00,21.87,10.68,15.95,17.25
2025-12-15 17:00:00,21.89,8.74,16.37,17.61
2025-12-15 18:00:00,21.28,8.44,16.42,17.52
2025-12-15 19:00:00,21.27,6.46,19.39,18.1
2025-12-15 20:00:00,21.62,9.64,20.23,23.91
2025-12-15 21:00:00,22.86,12.2,20.61,25.2
2025-12-15 22:00:00,22.64,12.95,22.17,24.54
2025-12-15 23:00:00,21.87,14.26,21.52,22.48
2025-12-16 00:00:00,22.62,14.09,20.96,21.44
2025-12-16 01:00:00,21.32,13.83,21.18,19.97
2025-12-16 02:00:00,20.57,11.92,20.97,20.25
2025-12-16 03:00:00,20.7,11.62,20.46,21.2
2025-12-16 04:00:00,20.42,12.01,20.14,21.06
2025-12-16 05:00:00,20.17,12.42,19.88,20.72
2025-12-16 06:00:00,19.29,14.15,18.87,19.73
2025-12-16 07:00:00,18.85,13.32,19.39,19.45
2025-12-16 08:00:00,19.07,12.25,19.65,20.1
2025-12-16 09:00:00,21.69,11.96,19.76,20.78
2025-12-16 10:00:00,25.8,15.82,19.92,23.42
2025-12-16 11:00:00,25.33,22.13,25.36,23.82
2025-12-16 12:00:00,28.88,21.62,25.21,23.47
2025-12-16 13:00:00,27.89,19.87,21.69,22.57
2025-12-16 14:00:00,25.76,15.18,17.3,20.98
2025-12-16 15:00:00,21.13,13.74,15.1,15.66
2025-12-16 16:00:00,14.86,8.8,13.29,13.33
2025-12-16 17:00:00,12.89,5.88,12.03,12.56
2025-12-16 18:00:00,12.93,5.41,12.94,14.04
2025-12-16 19:00:00,16.95,5.44,13.31,15.13
2025-12-16 20:00:00,24.86,5.46,18.57,24.23
2025-12-16 21:00:00,27.57,16.52,24.13,27.11
2025-12-16 22:00:00,28.29,21.19,25.82,28.22
2025-12-16 23:00:00,29.5,22.62,28.31,28.55
2025-12-17 00:00:00,28.91,21.9,27.91,29.06
2025-12-17 01:00:00,29.2,24.88,25.37,29.64
2025-12-17 02:00:00,28.86,20.72,25.01,29.24
2025-12-17 03:00:00,28.48,20.54,24.55,25.82
2025-12-17 04:00:00,23.28,18.04,23.31,23.69
2025-12-17 05:00:00,23.59,15.63,23.07,20.23
2025-12-17 06:00:00,23.73,15.69,19.67,20.16
2025-12-17 07:00:00,23.51,17.48,19.2,20.52
2025-12-17 08:00:00,23.62,16.7,19.15,20.54
2025-12-17 09:00:00,21.96,17.58,19.42,21.56
2025-12-17 10:00:00,24.08,17.34,19.64,21.12
2025-12-17 11:00:00,25.71,16.81,21.9,25.21
2025-12-17 12:00:00,25.25,16.87,24.2,24.91
2025-12-17 13:00:00,23.6,14.32,19.45,22.8
2025-12-17 14:00:00,21.37,8.26,16.86,19.89
2025-12-17 15:00:00,19.83,8.21,15.23,19.92
2025-12-17 16:00:00,18.18,6.55,14.51,16.87
2025-12-17 17:00:00,18.23,6.9,14.43,16.55
2025-12-17 18:00:00,19.11,5.37,14.57,14.02
2025-12-17 19:00:00,17.37,6.14,15.73,15.32
2025-12-17 20:00:00,19.2,7.14,16.17,20.19
2025-12-17 21:00:00,25.41,15.5,26.57,27.61
2025-12-17 22:00:00,25.89,17.38,26.65,27.1
2025-12-17 23:00:00,27.83,21.06,28.63,28.46
2025-12-18 00:00:00,28.33,22.56,30.88,30.29
2025-12-18 01:00:00,27.27,22.73,25.77,28.0
2025-12-18 02:00:00,22.73,15.36,20.95,21.68
2025-12-18 03:00:00,20.93,10.16,18.81,20.55
2025-12-18 04:00:00,20.21,7.12,16.04,19.69
2025-12-18 05:00:00,18.74,6.36,16.22,18.78
2025-12-18 06:00:00,20.43,9.3,20.95,21.21
2025-12-18 07:00:00,24.8,16.44,24.69,26.55
2025-12-18 08:00:00,26.7,17.79,24.75,25.45
2025-12-18 09:00:00,26.16,18.19,24.24,24.93
2025-12-18 10:00:00,26.48,20.39,29.05,26.12
2025-12-18 11:00:00,26.75,20.13,29.46,26.27
2025-12-18 12:00:00,26.54,22.78,28.33,26.41
2025-12-18 13:00:00,26.51,22.32,25.33,21.53
2025-12-18 14:00:00,22.95,17.94,19.2,10.83
2025-12-18 15:00:00,14.24,11.55,13.21,10.12
2025-12-18 16:00:00,10.28,5.66,10.11,8.81
2025-12-18 17:00:00,10.13,4.79,9.45,9.68
2025-12-18 18:00:00,9.77,5.12,13.12,12.29
2025-12-18 19:00:00,11.38,5.46,15.74,14.11
2025-12-18 20:00:00,20.17,5.24,20.42,22.83
2025-12-18 21:00:00,24.42,10.94,23.07,25.47
2025-12-18 22:00:00,20.82,11.28,22.98,25.72
2025-12-18 23:00:00,20.99,15.73,21.59,27.22
2025-12-19 00:00:00,18.8,14.25,24.85,26.54
2025-12-19 01:00:00,20.56,13.42,22.44,27.26
2025-12-19 02:00:00,21.62,13.66,25.17,26.59
2025-12-19 03:00:00,21.37,9.41,26.92,27.06
2025-12-19 04:00:00,18.15,3.79,22.58,26.99
2025-12-19 05:00:00,17.95,3.34,17.72,19.76
2025-12-19 06:00:00,17.11,3.41,17.77,18.21
2025-12-19 07:00:00,16.69,3.35,17.4,17.85
2025-12-19 08:00:00,16.54,2.44,17.2,18.11
2025-12-19 09:00:00,17.13,2.19,17.7,17.95
2025-12-19 10:00:00,16.67,2.19,17.52,18.51
2025-12-19 11:00:00,16.54,1.94,17.66,17.99
2025-12-19 12:00:00,17.14,1.24,14.67,15.94
2025-12-19 13:00:00,16.54,1.52,16.53,14.72
2025-12-19 14:00:00,17.11,1.98,15.04,15.57
2025-12-19 15:00:00,16.1,1.65,14.78,15.91
2025-12-19 16:00:00,16.65,2.0,15.63,15.85
2025-12-19 17:00:00,16.36,1.93,14.97,16.17
2025-12-19 18:00:00,15.65,2.23,12.45,14.6
2025-12-19 19:00:00,15.76,1.83,11.03,14.28
2025-12-19 20:00:00,17.28,2.6,11.09,13.31
2025-12-19 21:00:00,16.54,2.84,11.76,11.97
2025-12-19 22:00:00,16.53,3.46,12.79,14.68
2025-12-19 23:00:00,16.94,3.32,13.02,16.26
2025-12-20 00:00:00,17.62,2.95,15.13,15.69
2025-12-20 01:00:00,16.69,3.17,12.92,15.82
2025-12-20 02:00:00,16.44,5.17,13.45,14.68
2025-12-20 03:00:00,16.16,5.95,13.8,14.39
2025-12-20 04:00:00,16.72,5.86,13.89,14.09
2025-12-20 05:00:00,16.27,6.82,14.67,14.63
2025-12-20 06:00:00,15.98,6.29,14.64,14.91
2025-12-20 07:00:00,17.42,6.04,14.85,15.95
2025-12-20 08:00:00,18.43,6.44,14.96,15.92
2025-12-20 09:00:00,18.0,5.78,17.55,17.31
2025-12-20 10:00:00,18.48,5.77,17.28,17.37
2025-12-20 11:00:00,19.03,5.48,17.57,18.23
2025-12-20 12:00:00,19.8,5.94,18.54,18.74
2025-12-20 13:00:00,19.56,6.81,16.51,16.2
2025-12-20 14:00:00,18.29,6.21,14.03,13.36
2025-12-20 15:00:00,18.23,6.06,12.73,13.93
2025-12-20 16:00:00,16.36,6.62,13.6,13.83
2025-12-20 17:00:00,16.53,6.05,13.69,13.91
2025-12-20 18:00:00,15.4,5.66,13.27,12.97
2025-12-20 19:00:00,17.55,6.53,16.84,16.43
2025-12-20 20:00:00,22.92,8.79,21.28,24.14
2025-12-20 21:00:00,25.11,9.32,24.2,26.01
2025-12-20 22:00:00,26.07,13.55,25.62,28.03
2025-12-20 23:00:00,28.22,19.62,26.5,29.87
2025-12-21 00:00:00,25.32,17.66,23.19,27.57
2025-12-21 01:00:00,23.81,12.05,22.14,23.68
2025-12-21 02:00:00,20.83,11.93,22.1,23.89
2025-12-21 03:00:00,19.78,11.31,20.23,23.36
2025-12-21 04:00:00,19.66,10.23,18.85,23.0
2025-12-21 05:00:00,18.45,9.18,19.01,18.38
2025-12-21 06:00:00,18.9,7.79,17.97,18.55
2025-12-21 07:00:00,18.36,5.46,17.99,17.28
2025-12-21 08:00:00,18.64,4.65,16.43,16.91
2025-12-21 09:00:00,17.85,3.72,15.63,16.92
2025-12-21 10:00:00,17.71,3.65,15.48,17.06
2025-12-21 11:00:00,17.28,3.85,15.45,16.79
2025-12-21 12:00:00,16.92,3.59,15.87,16.83
2025-12-21 13:00:00,15.81,4.19,11.72,10.62
2025-12-21 14:00:00,11.85,4.53,10.03,10.47
2025-12-21 15:00:00,12.21,4.29,8.54,7.87
2025-12-21 16:00:00,13.38,5.58,8.17,7.49
2025-12-21 17:00:00,14.09,5.91,10.18,8.51
2025-12-21 18:00:00,15.03,5.5,11.26,13.37
2025-12-21 19:00:00,20.0,6.47,13.05,16.85
2025-12-21 20:00:00,20.46,6.9,18.29,22.81
2025-12-21 21:00:00,21.71,8.95,20.9,23.33
2025-12-21 22:00:00,21.32,9.49,20.09,22.76
2025-12-21 23:00:00,21.25,10.11,19.87,22.8
2025-12-22 00:00:00,21.23,9.18,18.19,22.7
2025-12-22 01:00:00,21.39,9.29,20.09,23.14
2025-12-22 02:00:00,21.49,10.43,19.67,22.24
2025-12-22 03:00:00,20.6,10.87,19.4,20.7
2025-12-22 04:00:00,20.85,8.72,18.48,20.57
2025-12-22 05:00:00,20.33,8.8,17.58,19.92
2025-12-22 06:00:00,20.52,8.65,18.81,21.16
2025-12-22 07:00:00,20.02,9.83,18.1,19.81
2025-12-22 08:00:00,20.0,9.34,19.05,19.6
2025-12-22 09:00:00,20.14,9.83,19.26,20.04
2025-12-22 10:00:00,20.08,10.15,19.43,19.67
2025-12-22 11:00:00,20.92,10.2,19.35,19.87
2025-12-22 12:00:00,21.12,10.16,19.62,19.16
2025-12-22 13:00:00,22.98,9.71,18.36,17.87
2025-12-22 14:00:00,22.7,8.55,16.43,18.1
2025-12-22 15:00:00,21.12,8.28,16.43,17.41
2025-12-22 16:00:00,19.49,7.56,14.29,17.2
2025-12-22 17:00:00,19.25,6.49,14.54,15.5
2025-12-22 18:00:00,17.61,5.82,13.27,14.07
2025-12-22 19:00:00,18.48,5.47,14.3,15.02
2025-12-22 20:00:00,22.37,5.89,18.16,19.72
2025-12-22 21:00:00,28.26,10.23,25.12,26.47
2025-12-22 22:00:00,31.56,18.96,30.07,30.12
2025-12-22 23:00:00,31.11,22.84,31.3,29.36
2025-12-23 00:00:00,28.0,22.02,29.75,26.13
2025-12-23 01:00:00,28.02,21.14,30.56,24.71
2025-12-23 02:00:00,27.61,21.39,29.25,30.05
2025-12-23 03:00:00,26.97,17.69,29.6,29.73
2025-12-23 04:00:00,27.02,20.17,30.17,30.4
2025-12-23 05:00:00,29.94,20.83,29.48,29.8
2025-12-23 06:00:00,27.24,19.38,30.4,28.41
2025-12-23 07:00:00,24.5,18.39,25.29,28.0
2025-12-23 08:00:00,25.98,19.12,25.42,27.92
2025-12-23 09:00:00,28.75,19.09,25.63,27.26
2025-12-23 10:00:00,28.72,19.08,25.53,29.13
2025-12-23 11:00:00,27.45,20.32,26.57,26.87
2025-12-23 12:00:00,29.39,20.9,25.58,26.23
2025-12-23 13:00:00,26.73,23.14,23.06,20.84
2025-12-23 14:00:00,24.06,18.39,18.53,20.05
2025-12-23 15:00:00,24.09,8.35,17.81,18.75
2025-12-23 16:00:00,24.66,8.28,18.67,19.43
