datetime_utc,co_wrk_aux,no2_wrk_aux,no_wrk_aux,o3_wrk_aux,rh,temp,dpw_quant_no2
2025-10-31 15:00:00,0.0981006666666666,-0.0276001666666666,0.0067826666666666,0.0240584999999999,37.94927,23.413275666666667,6.2
2025-11-03 16:00:00,0.2399616949152542,-0.018747627118644,0.0108977966101694,0.0295808474576271,36.89126525423729,22.14417728813559,16.2
2025-11-05 03:00:00,0.1011484999999999,-0.0171943333333333,-0.0021808333333333,0.0421001666666666,29.798153166666665,14.177789166666669,25.9
2025-11-05 05:00:00,0.1163266666666666,-0.0158981666666666,-0.0027768333333333,0.04069,33.994052833333335,12.480581166666669,24.4
2025-11-07 01:00:00,0.1197253333333333,-0.0179134999999999,-0.0025103333333333,0.0401185,32.427943,11.900495833333334,21.4
2025-11-07 10:00:00,0.1759861666666666,-0.0169699999999999,-0.0022273333333333,0.0364846666666666,41.538813166666664,6.913229333333334,21.0
2025-11-08 18:00:00,0.0664651666666666,-0.0296238333333332,0.0077884999999999,0.0290254999999999,33.439151,23.554023833333332,6.6
2025-11-08 19:00:00,0.0894353333333333,-0.025563,0.0037203333333333,0.0350463333333332,32.1976575,22.262444333333335,6.0
2025-11-09 02:00:00,0.1943428333333333,-0.0188618333333333,-0.0007071666666667,0.0372121666666666,33.10640133333333,16.366476833333333,26.8
2025-11-09 03:00:00,0.1913321666666666,-0.0174818333333333,-0.0011141666666666,0.037055,34.35466316666667,16.090527333333334,25.9
2025-11-12 16:00:00,0.076115593220339,-0.0220238983050847,0.0021816949152542,0.0342325423728813,27.073746440677965,15.372762033898304,15.8
2025-11-12 17:00:00,0.0748345,-0.0223504999999999,0.0024008333333333,0.0343346666666666,25.057238666666667,16.144638,16.3
2025-11-12 18:00:00,0.0775653333333333,-0.0212066666666666,0.0023096666666666,0.0353473333333333,24.494919833333334,16.4315975,15.6
2025-11-13 23:00:00,0.0949395,-0.020697,-0.0010676666666666,0.0354653333333333,36.585702166666664,13.534685,14.9
2025-11-14 19:00:00,0.0925198333333333,-0.0223298333333333,0.0004971666666667,0.0342411666666666,26.9659465,15.027946833333331,13.2
2025-11-16 19:00:00,0.0621888333333333,-0.0239679999999999,0.0010503333333333,0.0337885,28.069707166666667,16.00255616666667,10.2
2025-11-19 13:00:00,0.1682955,-0.0187773333333333,0.0023539999999999,0.0342029999999999,38.18442116666667,8.533495833333333,23.1
2025-11-22 01:00:00,0.36902,-0.0168461666666666,-0.0001984999999999,0.0334134999999999,45.807487,13.4313925,25.6
2025-11-22 10:00:00,0.2139785,-0.0187736666666666,0.0054594999999999,0.0314053333333333,51.7857055,13.312202166666667,19.1
2025-11-22 11:00:00,0.3114121666666667,-0.0182738333333333,0.0102756666666666,0.0307898333333333,52.2262175,12.9711055,19.4
2025-11-22 13:00:00,0.3294145,-0.0168778333333333,0.0185836666666666,0.0310484999999999,56.175423333333335,12.8517575,19.3
2025-11-23 01:00:00,0.1053225,-0.0204594999999999,-0.0006833333333333,0.0360706666666666,38.39629083333333,9.940539666666666,19.2
2025-11-23 14:00:00,0.2505153333333333,-0.0188971666666666,0.0077823333333333,0.0304601666666666,41.8478535,10.7645665,14.6
2025-11-23 15:00:00,0.1292676666666666,-0.0239636666666666,0.0011533333333333,0.0313428333333333,32.98476766666667,13.800451333333331,12.4
