datetime_utc,co_wrk_aux,no2_wrk_aux,no_wrk_aux,o3_wrk_aux,rh,temp,mjf_quant_no2
2025-10-09 22:00:00,0.1054735,0.0110151666666666,0.0043633333333333,0.0227369999999999,25.450641833333332,16.6636155,7.9
2025-10-09 23:00:00,0.1432786666666667,0.0133103333333333,0.0031891666666666,0.0221149999999999,30.22620716666667,14.632786166666667,10.4
2025-10-10 00:00:00,0.1780854999999999,0.0153575,0.0029569999999999,0.0219031666666666,33.98567833333333,13.167555,17.3
2025-10-10 01:00:00,0.1950318333333334,0.015444,0.0033959999999999,0.0211646666666666,36.348926666666664,12.068921833333333,15.9
2025-10-10 02:00:00,0.2122301666666666,0.0155728333333333,0.0058246666666666,0.0213608333333333,40.2927505,10.983537166666666,13.4
2025-10-10 03:00:00,0.1857971666666666,0.015172,0.0060608333333332,0.0209596666666666,43.6048405,10.099737166666667,11.4
2025-10-10 04:00:00,0.1773193333333333,0.0147288333333333,0.0062264999999999,0.0204378333333333,46.126667833333336,9.415505,8.9
2025-10-10 05:00:00,0.1549388333333333,0.0133139999999999,0.0046384999999999,0.0187689999999999,46.289699166666665,9.132775333333331,5.9
2025-10-10 06:00:00,0.112442,0.0115318333333333,0.0040181666666667,0.0183483333333333,45.15566333333334,9.233474666666666,6.4
2025-10-10 07:00:00,0.1034853333333333,0.0109081666666666,0.0043394999999999,0.0174101666666666,44.78148016666667,9.1013245,6.1
2025-10-10 08:00:00,0.10146,0.011029,0.0042959999999999,0.0172976666666666,45.42924283333333,8.681990166666667,6.2
2025-10-10 09:00:00,0.1011261666666666,0.0109793333333333,0.0045689999999999,0.0169524999999999,45.98672583333333,8.397420333333333,7.1
2025-10-10 10:00:00,0.1089031666666666,0.0116126666666666,0.0047551666666666,0.0164616666666666,46.924973666666666,8.030264666666667,9.5
2025-10-10 11:00:00,0.1254126666666666,0.0117901666666666,0.0055973333333333,0.0162908333333333,47.50336566666667,8.385549833333334,8.7
2025-10-10 12:00:00,0.1643109999999999,0.0050218333333333,0.0143941666666666,0.0098181666666666,39.128119166666664,16.865347666666665,5.2
2025-10-10 13:00:00,0.1321535,-0.0032449999999999,0.0210323333333333,-0.0041468333333333,23.687589,26.334845166666668,3.6
2025-10-10 14:00:00,0.1308525,0.0065749999999999,0.0122634999999999,0.0128228333333333,24.656015833333335,23.952430833333334,4.1
2025-10-10 15:00:00,0.1004594999999999,0.0078408333333332,0.0076698333333333,0.0204183333333333,26.108989666666663,21.463404,4.4
2025-10-10 16:00:00,0.0968872881355932,0.0092177966101694,0.0068974576271186,0.0232169491525423,27.14322220338983,20.86767627118644,4.8
2025-10-10 17:00:00,0.100717,0.0099463333333333,0.0066048333333333,0.0251781666666666,28.481356,20.8693915,4.7
2025-10-10 18:00:00,0.1011726666666666,0.0098774999999999,0.0066609999999999,0.0268586666666666,29.346732666666668,21.623277666666667,4.9
2025-10-10 19:00:00,0.0982808333333333,0.009695,0.0067825,0.0260073333333333,30.160404833333335,22.269333666666668,5.3
2025-10-10 20:00:00,0.1027681666666666,0.010607,0.0061179999999999,0.0261283333333333,31.874088666666665,21.7696275,5.8
2025-10-10 21:00:00,0.1059635,0.0110091666666666,0.0055138333333333,0.0250956666666666,33.4963265,20.961822166666668,5.0
2025-10-10 22:00:00,0.1340778333333334,0.012427,0.0043561666666666,0.0240211666666666,35.54736533333333,18.8915665,5.7
2025-10-10 23:00:00,0.1488319999999999,0.0127413333333333,0.0037838333333333,0.0234576666666667,37.89216416666667,17.433604333333335,5.9
2025-10-11 00:00:00,0.1463058333333333,0.0129818333333333,0.0037961666666666,0.0221233333333333,39.544694666666665,16.545891,6.6
