datetime_utc,co_wrk_aux,no2_wrk_aux,no_wrk_aux,o3_wrk_aux,rh,temp,pema_quant_no2
2025-10-09 23:00:00,0.1747508333333333,-0.0080103333333333,-0.0022556666666666,0.0435618333333333,42.892050166666664,11.248548333333334,6.7
2025-10-10 00:00:00,0.1926306666666666,-0.0076776666666666,-0.0013326666666667,0.0418128333333333,50.44677433333333,9.519311666666669,6.7
2025-10-10 01:00:00,0.1751713333333333,-0.0083559999999999,-0.0015446666666666,0.0396409999999999,57.470331,8.1336695,6.9
2025-10-10 02:00:00,0.1467771666666667,-0.010329,-0.0014163333333333,0.0375553333333333,59.5467865,7.239328666666666,6.9
2025-10-10 03:00:00,0.1412459999999999,-0.0106839999999999,-0.0005711666666666,0.035532,62.2585085,6.365403,7.0
2025-10-10 04:00:00,0.127697,-0.011682,-0.0005964999999999,0.0344013333333333,65.56117666666667,5.4796485,6.9
2025-10-10 05:00:00,0.127523,-0.0121113333333333,-2.183333333333204e-05,0.0330343333333333,67.226811,4.920176,6.8
2025-10-10 06:00:00,0.1169691666666666,-0.0123088333333333,0.0007751666666666,0.0319136666666666,69.10370483333334,4.520538166666666,6.7
2025-10-10 07:00:00,0.0966459999999999,-0.0143021666666666,0.0007069999999999,0.0323146666666666,66.8007235,4.4909795,6.7
2025-10-10 08:00:00,0.0906184999999999,-0.0150541666666667,0.0012518333333333,0.0310176666666666,63.018596333333335,4.993156333333333,6.7
2025-10-10 09:00:00,0.1089558333333333,-0.0135608333333333,0.0009568333333333,0.0303124999999999,68.71682316666667,3.7956898333333338,6.6
2025-10-10 10:00:00,0.1249643333333333,-0.0130983333333333,0.0025223333333333,0.0301158333333332,70.67564483333334,3.3486001666666665,6.7
2025-10-10 11:00:00,0.1917728333333334,-0.0122411666666666,0.008024,0.02939,71.58416533333333,3.4509931666666667,6.7
2025-10-10 12:00:00,0.1931848333333333,-0.0184556666666667,0.0138771666666666,0.0203783333333333,50.091906,11.527641833333334,6.7
2025-10-10 13:00:00,0.1409936666666666,-0.0286708333333333,0.0213484999999999,0.0067725,29.423213666666665,21.510342166666668,6.8
2025-10-27 17:00:00,0.0670365,-0.0239205,0.0108913333333333,0.0219018333333333,28.341549,21.26792,3.1
2025-10-27 18:00:00,0.0876143333333333,-0.017336,0.0043673333333333,0.0323145,34.0154895,17.260940166666668,4.3
2025-10-27 19:00:00,0.0903456666666666,-0.0173649999999999,0.0048151666666667,0.0334566666666666,34.24562266666667,16.8245515,4.9
2025-10-27 20:00:00,0.1056348333333332,-0.0160266666666666,0.0029646666666666,0.0353086666666666,36.81686466666667,15.510821666666669,5.8
2025-10-27 21:00:00,0.1228346666666667,-0.0135006666666666,0.0034866666666666,0.0366241666666666,41.64387983333334,13.957211,6.8
2025-10-27 22:00:00,0.200912,-0.0102476666666666,0.0032541666666666,0.0367858333333332,49.45752816666667,11.500608,12.9
2025-10-27 23:00:00,0.1627251666666666,-0.0098778333333333,-0.0002906666666667,0.0366938333333333,56.37416616666667,9.438905833333331,19.5
2025-10-28 00:00:00,0.1812421666666666,-0.0096346666666666,0.0033331666666666,0.0352543333333333,61.5490685,8.161873666666667,18.0
2025-10-28 01:00:00,0.2185026666666666,-0.0089838333333333,0.00973,0.0339436666666666,66.76957716666666,7.007606833333333,17.8
2025-10-28 02:00:00,0.1740766666666666,-0.0105963333333333,0.006085,0.0321371666666666,67.08093816666667,7.126504166666667,15.8
2025-10-28 03:00:00,0.1490226666666666,-0.0114553333333333,0.0031044999999999,0.0315696666666666,69.5397905,6.464204666666666,13.1
2025-10-28 04:00:00,0.1536314999999999,-0.012662,0.0019288333333333,0.0319433333333333,72.7941355,5.956502333333333,7.4
2025-10-28 05:00:00,0.1000204999999999,-0.0140693333333333,0.0007309999999999,0.0311688333333333,73.05098566666666,6.054084,7.2
