datetime_utc,co_wrk_aux,no2_wrk_aux,no_wrk_aux,o3_wrk_aux,rh,temp,mjf_quant_no2
2025-10-31 15:00:00,0.1021179999999999,0.0001191666666666,0.0157916666666666,0.0027679999999999,36.112173166666665,24.323669833333337,3.6
2025-11-03 16:00:00,0.2098205084745762,0.0111237288135593,0.0165261016949152,0.0123630508474576,41.78731627118644,20.446057118644067,4.1
2025-11-05 03:00:00,0.1245881666666666,0.0139219999999999,0.003419,0.0221794999999999,34.06188383333333,11.259323833333331,10.0
2025-11-05 05:00:00,0.1330795,0.0139218333333333,0.0036943333333333,0.021097,36.69071316666667,10.209343666666667,14.1
2025-11-07 01:00:00,0.1085616666666666,0.0134866666666666,0.0034575,0.0221764999999999,34.134713,9.7298225,9.8
2025-11-07 10:00:00,0.1111438333333332,0.0133265,0.0047444999999999,0.0174496666666666,42.58958483333333,4.947730666666667,16.6
2025-11-08 18:00:00,0.0869666666666666,-0.000617,0.0159218333333333,0.0089515,29.8663885,26.213607166666662,4.0
2025-11-08 19:00:00,0.0925031666666666,0.0048596666666667,0.0108248333333333,0.0177505,29.874206333333333,23.387328,4.5
2025-11-09 02:00:00,0.1614975,0.0126378333333332,0.003817,0.0182756666666666,41.041963,12.853285333333334,9.5
2025-11-09 03:00:00,0.1638163333333334,0.0129381666666666,0.0036041666666666,0.0190848333333333,43.699723166666665,12.670418,16.5
2025-11-12 16:00:00,0.0967235593220339,0.0080511864406779,0.007,0.017474406779661,30.16494847457627,13.562296779661017,6.2
2025-11-12 17:00:00,0.0943948333333333,0.007393,0.0072634999999999,0.0169911666666666,27.858453333333333,14.609276666666666,6.8
2025-11-12 18:00:00,0.0933259999999999,0.0075675,0.0075023333333333,0.0175051666666666,26.595071666666662,15.219657166666666,6.9
2025-11-13 23:00:00,0.105034,0.0113263333333333,0.0040193333333333,0.0202514999999999,42.7278635,11.991348666666669,5.6
2025-11-14 19:00:00,0.0989936666666666,0.0106328333333333,0.0048679999999999,0.0195601666666666,28.013774833333333,14.170537333333334,6.6
2025-11-16 19:00:00,0.0879864999999999,0.0081154999999999,0.0063675,0.01872,28.1288945,15.9456575,5.4
2025-11-19 13:00:00,0.2184036666666666,0.0138296666666666,0.0173773333333333,0.0158248333333333,43.517752,8.121697166666667,15.7
2025-11-22 01:00:00,0.1835109999999999,0.0137891666666666,0.0060283333333333,0.0164469999999999,47.143424333333336,12.5914,16.7
2025-11-22 10:00:00,0.2117575,0.0115188333333333,0.0154139999999999,0.0133135,55.36959,11.232605666666666,6.5
2025-11-22 11:00:00,0.2126143333333333,0.0112206666666666,0.0172169999999999,0.0130821666666666,55.21768266666667,11.573792666666666,5.5
