local_timestamp,epoch,datetime,node_file_id,co_wrk_aux,no2_wrk_aux,no_wrk_aux,o3_wrk_aux,rh,temp,node_id
2025-10-08 14:00:00,1759957200.0,2025-10-08 21:00:00,6264040,0.038685333333333294,0.010175666666666694,0.032244833333333334,0.02310650000000003,44.322173666666664,21.107881666666668,250
2025-10-08 15:00:00,1759960800.0,2025-10-08 22:00:00,6264332,0.044336333333333366,0.012088500000000002,0.030384166666666712,0.0243896666666667,45.924005333333334,19.472704833333335,250
2025-10-08 16:00:00,1759964400.0,2025-10-08 23:00:00,6264812,0.03772150000000002,0.011648166666666682,0.03038750000000001,0.02564099999999997,42.51952566666667,17.775414333333334,250
2025-10-08 17:00:00,1759968000.0,2025-10-09 00:00:00,6265250,0.04485266666666665,0.013164333333333333,0.02928949999999997,0.026693166666666657,43.078433833333335,16.745692333333334,250
2025-10-08 18:00:00,1759971600.0,2025-10-09 01:00:00,6265517,0.058053666666666615,0.015633499999999967,0.028102166666666706,0.028090833333333343,47.2168635,15.344422333333334,250
2025-10-08 19:00:00,1759975200.0,2025-10-09 02:00:00,6266208,0.052524666666666664,0.016690499999999997,0.027553666666666643,0.027733500000000022,49.0213095,14.584171,250
2025-10-08 20:00:00,1759978800.0,2025-10-09 03:00:00,6266681,0.052828166666666676,0.017144666666666697,0.02711216666666666,0.02759250000000002,51.583368166666666,13.683037166666667,250
2025-10-08 21:00:00,1759982400.0,2025-10-09 04:00:00,6266876,0.041167166666666644,0.0161621666666667,0.02795383333333329,0.027013500000000024,49.42352983333333,13.493580833333333,250
2025-10-08 22:00:00,1759986000.0,2025-10-09 05:00:00,6266970,0.03631916666666668,0.016004166666666653,0.027795999999999987,0.027241666666666664,49.301409,13.2255485,250
2025-10-08 23:00:00,1759989600.0,2025-10-09 06:00:00,6267066,0.038655666666666644,0.016493666666666684,0.027501833333333336,0.027193166666666657,51.3015115,12.634649166666666,250
2025-10-09 00:00:00,1759993200.0,2025-10-09 07:00:00,6267199,0.037330166666666664,0.01684433333333335,0.027066499999999993,0.027126833333333322,53.54091616666667,11.689735333333333,250
